,Iteration,Time,Fitness,Population Size,Mutation Rate,max_iters
0,0,0.005262971999997035,10.0,150,0.4,512
1,1,0.016903713999994352,10.0,150,0.4,512
2,2,0.03214681699998323,10.0,150,0.4,512
3,3,0.046799552999999605,10.0,150,0.4,512
4,4,0.058167624999981626,10.0,150,0.4,512
5,5,0.07302695900000344,10.0,150,0.4,512
6,6,0.08426033099999586,10.0,150,0.4,512
7,7,0.09552252099999237,10.0,150,0.4,512
8,8,0.10699335499998597,10.0,150,0.4,512
9,9,0.12254478500000232,10.0,150,0.4,512
10,10,0.13371624600000587,10.0,150,0.4,512
11,11,0.14527727199998708,10.0,150,0.4,512
12,12,0.15631597399999464,10.0,150,0.4,512
13,13,0.16748587300000395,10.0,150,0.4,512
14,14,0.17914489399998956,10.0,150,0.4,512
15,15,0.19641577900000584,10.0,150,0.4,512
16,16,0.21057649099998343,10.0,150,0.4,512
17,17,0.22925343200000725,10.0,150,0.4,512
18,18,0.24343858899999304,10.0,150,0.4,512
19,19,0.256874707999998,10.0,150,0.4,512
20,20,0.26943233599999417,10.0,150,0.4,512
21,21,0.28187777899998423,10.0,150,0.4,512
22,22,0.29348887899999454,10.0,150,0.4,512
23,23,0.30527058199999146,10.0,150,0.4,512
24,24,0.3178463600000043,10.0,150,0.4,512
25,25,0.32936555300000236,10.0,150,0.4,512
26,26,0.341636464000004,10.0,150,0.4,512
27,27,0.3548366720000047,10.0,150,0.4,512
28,28,0.36799270899999215,10.0,150,0.4,512
29,29,0.38164876199999753,10.0,150,0.4,512
30,30,0.3988052489999916,10.0,150,0.4,512
31,31,0.4118647279999834,10.0,150,0.4,512
32,32,0.42391855700000747,10.0,150,0.4,512
33,33,0.4408461310000007,10.0,150,0.4,512
34,34,0.45267734999998765,10.0,150,0.4,512
35,35,0.46406185399999345,10.0,150,0.4,512
36,36,0.4757598360000088,10.0,150,0.4,512
37,37,0.48699603699998306,10.0,150,0.4,512
38,38,0.4980600899999956,10.0,150,0.4,512
39,39,0.5095118890000094,10.0,150,0.4,512
40,40,0.5207770469999957,10.0,150,0.4,512
41,41,0.5320858810000004,10.0,150,0.4,512
42,42,0.5435738850000007,10.0,150,0.4,512
43,43,0.5547705930000006,10.0,150,0.4,512
44,44,0.5658957249999901,10.0,150,0.4,512
45,45,0.5769672389999982,10.0,150,0.4,512
46,46,0.588217539999988,10.0,150,0.4,512
47,47,0.599728515999999,10.0,150,0.4,512
48,48,0.6110534219999977,10.0,150,0.4,512
49,49,0.622344188999989,10.0,150,0.4,512
50,50,0.6333009150000066,10.0,150,0.4,512
51,51,0.6442954160000056,10.0,150,0.4,512
52,52,0.6551013659999967,10.0,150,0.4,512
53,53,0.665795237999987,10.0,150,0.4,512
54,54,0.6765788149999992,10.0,150,0.4,512
55,55,0.6872349470000074,10.0,150,0.4,512
56,56,0.6981308000000013,10.0,150,0.4,512
57,57,0.7089476809999837,10.0,150,0.4,512
58,58,0.7202796649999925,10.0,150,0.4,512
59,59,0.7323568269999896,10.0,150,0.4,512
60,60,0.7440567060000092,10.0,150,0.4,512
